address,number,open,available,free,total,ticket,updated_at,geo_shape,geo_point_2d,update_jcd
Francia - Menorca,56,T,0,15,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3444052893928658, 39.45842126509135], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3444052893928658, 'lat': 39.45842126509135}",2025-06-14T12:01:40+00:00
Aragón - Vicente Sancho Tello,78,T,6,14,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.358688329939162, 39.46994531050937], 'type': 'Point'}, 'properties': {}}","{'lon': -0.358688329939162, 'lat': 39.46994531050937}",2025-06-14T11:56:38+00:00
Plaza Poeta Llorente,5,T,5,10,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3711403661399108, 39.476895339123786], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3711403661399108, 'lat': 39.476895339123786}",2025-06-14T12:01:48+00:00
Ribera - Plaza Ayuntamiento,15,T,2,32,34,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3756373880434071, 39.46908831533384], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3756373880434071, 'lat': 39.46908831533384}",2025-06-14T11:53:04+00:00
Xátiva - Bailén (Estación del Norte),17,T,28,2,30,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3772593951806123, 39.46746831099193], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3772593951806123, 'lat': 39.46746831099193}",2025-06-14T11:56:52+00:00
"Colón, 44",70,T,6,11,17,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3716462894107889, 39.469213221319464], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3716462894107889, 'lat': 39.469213221319464}",2025-06-14T11:58:33+00:00
Fernando el Católico - Erudito Orellana,23,T,1,18,19,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3861784216967592, 39.471628328748515], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3861784216967592, 'lat': 39.471628328748515}",2025-06-14T12:00:12+00:00
Fernando el Católico - Cuenca,24,T,18,1,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3840274173384119, 39.469077319212495], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3840274173384119, 'lat': 39.469077319212495}",2025-06-14T12:01:22+00:00
San Vicente Martir - Doctor Vilá Barberá,27,T,5,15,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3818514137102655, 39.463362299305594], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3818514137102655, 'lat': 39.463362299305594}",2025-06-14T11:58:44+00:00
Navarro Reverter - Grabador Esteve,28,T,3,26,29,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36775135880068294, 39.47158231958138], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36775135880068294, 'lat': 39.47158231958138}",2025-06-14T11:59:05+00:00
Salamanca - Conde Altea,31,T,9,9,19,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3650283531086902, 39.467365304622646], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3650283531086902, 'lat': 39.467365304622646}",2025-06-14T12:00:02+00:00
Juan Llorens - Quart,19,T,15,0,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.391590438798602, 39.47436934054566], 'type': 'Point'}, 'properties': {}}","{'lon': -0.391590438798602, 'lat': 39.47436934054566}",2025-06-14T11:57:18+00:00
Quart - Fernando el Católico,20,T,10,5,16,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3878474253260651, 39.47503434099054], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3878474253260651, 'lat': 39.47503434099054}",2025-06-14T11:57:18+00:00
Plaza América - Cirilo Amorós - Sorní,29,T,5,15,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3652993525279599, 39.47011231364647], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3652993525279599, 'lat': 39.47011231364647}",2025-06-14T11:56:24+00:00
Plaza de la Reina - Mar,8,T,1,8,9,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3752982847143531, 39.473881223660634], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3752982847143531, 'lat': 39.473881223660634}",2025-06-14T11:55:37+00:00
Autopista del Saler - Puente Monteolivete,47,T,10,9,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.35541832880362817, 39.45651226440267], 'type': 'Point'}, 'properties': {}}","{'lon': -0.35541832880362817, 'lat': 39.45651226440267}",2025-06-14T11:55:34+00:00
Baleares - Lebón,60,T,2,15,19,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3517763125261459, 39.46223128102797], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3517763125261459, 'lat': 39.46223128102797}",2025-06-14T12:01:54+00:00
Vicent Vidal - Pintor Maella,61,T,18,2,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.34783029886743094, 39.46129327599964], 'type': 'Point'}, 'properties': {}}","{'lon': -0.34783029886743094, 'lat': 39.46129327599964}",2025-06-14T11:58:28+00:00
Av. Puerto 61-63,64,T,8,12,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.35419531724959286, 39.46651829706714], 'type': 'Point'}, 'properties': {}}","{'lon': -0.35419531724959286, 'lat': 39.46651829706714}",2025-06-14T12:01:52+00:00
Plaza de Europa,54,T,7,13,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3526903171951741, 39.459778273617445], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3526903171951741, 'lat': 39.459778273617445}",2025-06-14T12:01:40+00:00
"Blasco Ibañez, 23 (F. Filosofía y Psicología)",89,T,0,30,30,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3593183259089267, 39.47780233689744], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3593183259089267, 'lat': 39.47780233689744}",2025-06-14T11:55:59+00:00
Grabador Jordan - Escultor Pastor,91,T,10,5,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36757337969703135, 39.44412522887422], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36757337969703135, 'lat': 39.44412522887422}",2025-06-14T11:58:52+00:00
Blasco Ibañez - Poeta Durán Tortajada,93,T,24,14,38,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.34380927742382206, 39.472282310670764], 'type': 'Point'}, 'properties': {}}","{'lon': -0.34380927742382206, 'lat': 39.472282310670764}",2025-06-14T12:01:12+00:00
Plaza Ayuntamiento - Cotanda,11,T,1,26,27,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3767843903416451, 39.47118632283677], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3767843903416451, 'lat': 39.47118632283677}",2025-06-14T11:58:33+00:00
Regne de Valencia - Almirante Cadarso,35,T,3,10,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36699436340059455, 39.46374929341137], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36699436340059455, 'lat': 39.46374929341137}",2025-06-14T11:53:41+00:00
Blasco Ibañez - Mestre Ripoll,100,T,13,7,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.33815025853445674, 39.471634305646866], 'type': 'Point'}, 'properties': {}}","{'lon': -0.33815025853445674, 'lat': 39.471634305646866}",2025-06-14T11:58:36+00:00
General Urrutia - Granada,41,T,3,17,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36477635908979195, 39.458912276426375], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36477635908979195, 'lat': 39.458912276426375}",2025-06-14T11:59:01+00:00
Escultor José Capuz - Oriente,43,T,6,14,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36115334583643566, 39.459477276259406], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36115334583643566, 'lat': 39.459477276259406}",2025-06-14T12:00:28+00:00
Av. de la Plata (Museo Fallero),42,T,15,5,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3586583378805894, 39.45878127329601], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3586583378805894, 'lat': 39.45878127329601}",2025-06-14T12:01:57+00:00
Plaza de los Fueros - Conde Trenor,36,T,6,19,25,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3754363798581042, 39.479072348860946], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3754363798581042, 'lat': 39.479072348860946}",2025-06-14T11:55:26+00:00
Amadeo de Saboya (frente Ayuntamiento),80,T,21,4,25,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36229833944736023, 39.47374232444908], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36229833944736023, 'lat': 39.47374232444908}",2025-06-14T12:01:49+00:00
Ricardo Muñoz Suay - María José Victoria Fuster (C.C. El Saler),49,T,1,24,25,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3571104198826364, 39.45298693239739], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3571104198826364, 'lat': 39.45298693239739}",2025-06-14T11:56:55+00:00
Moreras (Oceanográfico),51,T,6,14,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3472273049060467, 39.45218324552497], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3472273049060467, 'lat': 39.45218324552497}",2025-06-14T11:58:08+00:00
Av. Puerto - Serrería,69,T,19,5,25,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3387212679875118, 39.46195227384504], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3387212679875118, 'lat': 39.46195227384504}",2025-06-14T12:01:49+00:00
"Blasco Ibañez, 32 (F. Filología)",90,T,5,34,40,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3589673254467337, 39.47673433298103], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3589673254467337, 'lat': 39.47673433298103}",2025-06-14T12:00:42+00:00
C/GUILLEM DE CASTRO esquina con C/NA JORDANA,1,T,5,20,25,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38292927973315827, 39.48004223020643], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38292927973315827, 'lat': 39.48004223020643}",2025-06-14T12:00:15+00:00
Plaza de Tetuán,9,T,2,23,25,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3699303648826442, 39.47435533016869], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3699303648826442, 'lat': 39.47435533016869}",2025-06-14T12:01:58+00:00
Hospital - Horno del Hospital,10,T,11,3,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38261041097634013, 39.470816323984536], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38261041097634013, 'lat': 39.470816323984536}",2025-06-14T11:57:31+00:00
Naranjos (Magisterio),95,T,14,18,33,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.34611927939668474, 39.47983533734356], 'type': 'Point'}, 'properties': {}}","{'lon': -0.34611927939668474, 'lat': 39.47983533734356}",2025-06-14T11:53:17+00:00
Blasco Ibañez 166 - Pintor José Mongrell,99,T,6,15,21,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3404842660990001, 39.47134430635022], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3404842660990001, 'lat': 39.47134430635022}",2025-06-14T11:57:40+00:00
C/Xàtiva 30-32,148,T,0,0,35,F,13/06/2025 02:07:14,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3753782937388751, 39.46714522461298], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3753782937388751, 'lat': 39.46714522461298}",2025-06-12T14:03:57+00:00
Pie de la Cruz - Rejas,147,T,12,2,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3802074001545322, 39.47320133107913], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3802074001545322, 'lat': 39.47320133107913}",2025-06-14T12:01:59+00:00
UPV Informática,114,T,12,18,30,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.346591279156021, 39.4818043438759], 'type': 'Point'}, 'properties': {}}","{'lon': -0.346591279156021, 'lat': 39.4818043438759}",2025-06-14T12:02:00+00:00
Manuel Candela - Rodriguez de Cepeda,150,T,18,7,25,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.35060930364544307, 39.46772129856667], 'type': 'Point'}, 'properties': {}}","{'lon': -0.35060930364544307, 'lat': 39.46772129856667}",2025-06-14T12:00:47+00:00
Gómez Ferrer - Álvaro de Bazán,118,T,9,11,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3604163266878076, 39.480466345728246], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3604163266878076, 'lat': 39.480466345728246}",2025-06-14T11:55:27+00:00
Reina Doña María - Cádiz,152,T,2,13,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3727053849231208, 39.460925286769694], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3727053849231208, 'lat': 39.460925286769694}",2025-06-14T11:58:53+00:00
Puerto Rico - Cuba,156,T,11,4,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3763453968184098, 39.46096428829767], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3763453968184098, 'lat': 39.46096428829767}",2025-06-14T11:59:10+00:00
Pechina - Teruel,202,T,20,0,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39333444304417053, 39.47622234753723], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39333444304417053, 'lat': 39.47622234753723}",2025-06-14T11:59:41+00:00
UPV Galileo,111,T,22,8,30,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3395082613341325, 39.48066419504159], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3395082613341325, 'lat': 39.48066419504159}",2025-06-14T11:59:07+00:00
Paseo Neptuno 32-34,163,T,8,12,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3234012136184579, 39.46443727525528], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3234012136184579, 'lat': 39.46443727525528}",2025-06-14T11:55:24+00:00
Pavía - Espadán,165,T,8,12,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3245702116150898, 39.471409299035706], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3245702116150898, 'lat': 39.471409299035706}",2025-06-14T11:58:38+00:00
Pavía - Acequia de la Cadena,167,T,12,8,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3246102088459378, 39.474908310742784], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3246102088459378, 'lat': 39.474908310742784}",2025-06-14T11:59:14+00:00
Isabel de Villena - Mendizábal,170,T,20,0,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.32533420529241996, 39.482973337910934], 'type': 'Point'}, 'properties': {}}","{'lon': -0.32533420529241996, 'lat': 39.482973337910934}",2025-06-14T12:01:10+00:00
Pío XII - Campanar,172,T,4,16,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3933454386575609, 39.48146236504626], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3933454386575609, 'lat': 39.48146236504626}",2025-06-14T12:01:28+00:00
Monduber - Peset Aleixandre,174,T,7,12,19,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38664740957644866, 39.489438388167024], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38664740957644866, 'lat': 39.489438388167024}",2025-06-14T12:01:04+00:00
Cno. Moncada - Pedro Patricio Mey,176,T,18,2,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.378853381402734, 39.49201739310727], 'type': 'Point'}, 'properties': {}}","{'lon': -0.378853381402734, 'lat': 39.49201739310727}",2025-06-14T11:55:17+00:00
Reig Genovés - Ramón Contreras Mongrell,178,T,2,18,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3705063522665271, 39.49221639017785], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3705063522665271, 'lat': 39.49221639017785}",2025-06-14T11:55:32+00:00
Fontanars dels Aforins - Vall d'Uixó,198,T,8,12,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.395316462028443, 39.46088029740053], 'type': 'Point'}, 'properties': {}}","{'lon': -0.395316462028443, 'lat': 39.46088029740053}",2025-06-14T11:55:02+00:00
Pavía (Instituto Isabel de Villena),169,T,18,0,18,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.32464520634897104, 39.47878532308192], 'type': 'Point'}, 'properties': {}}","{'lon': -0.32464520634897104, 'lat': 39.47878532308192}",2025-06-14T12:01:32+00:00
Gran Canaria - Ingeniero Manuel Maese,171,T,13,2,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.32900821806202085, 39.483060339803416], 'type': 'Point'}, 'properties': {}}","{'lon': -0.32900821806202085, 'lat': 39.483060339803416}",2025-06-14T11:58:41+00:00
Alfahuir - Duque de Mandas,127,T,12,8,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3644463333304693, 39.49059138177909], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3644463333304693, 'lat': 39.49059138177909}",2025-06-14T11:54:28+00:00
Armada Española - Mariano Cuber,162,T,1,17,19,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3297952360224295, 39.46360427573933], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3297952360224295, 'lat': 39.46360427573933}",2025-06-14T11:55:05+00:00
Ebanista Caselles - Ausias March,185,T,10,5,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3705033850186671, 39.45004424948915], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3705033850186671, 'lat': 39.45004424948915}",2025-06-14T11:55:47+00:00
Pavía - Columbretes,164,T,17,0,17,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3246342149862025, 39.46846028903177], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3246342149862025, 'lat': 39.46846028903177}",2025-06-14T12:01:37+00:00
Albocácer - Vinaroz,123,T,1,19,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36484133609518726, 39.487671371814656], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36484133609518726, 'lat': 39.487671371814656}",2025-06-14T12:01:25+00:00
Llano de la Zaidía - Doctor Olóriz,153,T,4,20,24,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3805912745331588, 39.48305822805289], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3805912745331588, 'lat': 39.48305822805289}",2025-06-14T11:59:47+00:00
Azagador de Alboraya - Dolores Marqués,124,T,6,19,25,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3619553259600363, 39.48850137319014], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3619553259600363, 'lat': 39.48850137319014}",2025-06-14T11:52:22+00:00
Alfahuir - José Chabas Bordehore,126,T,15,5,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36010431604895277, 39.49309838788837], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36010431604895277, 'lat': 39.49309838788837}",2025-06-14T12:01:28+00:00
Convento Carmelitas - Alboraya,130,T,5,10,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.370210358642677, 39.483238360081586], 'type': 'Point'}, 'properties': {}}","{'lon': -0.370210358642677, 'lat': 39.483238360081586}",2025-06-14T11:57:12+00:00
Platero Suárez - Milagrosa,132,T,6,9,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3734343681182198, 39.48528636793778], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3734343681182198, 'lat': 39.48528636793778}",2025-06-14T12:00:22+00:00
Economista Gay - Constitución,136,T,8,12,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.37561037166808026, 39.48994138447594], 'type': 'Point'}, 'properties': {}}","{'lon': -0.37561037166808026, 'lat': 39.48994138447594}",2025-06-14T11:54:09+00:00
San Pancracio - Periodista Llorente,138,T,0,20,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38422240207482833, 39.48819038284581], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38422240207482833, 'lat': 39.48819038284581}",2025-06-14T11:55:33+00:00
Marqués de San Juan - Diputat Lluís Lucía,144,T,4,11,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39548044804080085, 39.4787793569025], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39548044804080085, 'lat': 39.4787793569025}",2025-06-14T11:53:02+00:00
Economista Gay - Luis Crumiere,137,T,17,3,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3798963873712934, 39.48903338344832], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3798963873712934, 'lat': 39.48903338344832}",2025-06-14T11:54:19+00:00
Plaza Badajoz,145,T,4,11,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.398395456094638, 39.48154736759815], 'type': 'Point'}, 'properties': {}}","{'lon': -0.398395456094638, 'lat': 39.48154736759815}",2025-06-14T11:52:19+00:00
Jerónimo Monsoriu - Alcalde Cano Coloma,151,T,12,7,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.33711726031421224, 39.464669282422186], 'type': 'Point'}, 'properties': {}}","{'lon': -0.33711726031421224, 'lat': 39.464669282422186}",2025-06-14T12:00:50+00:00
Perez Galdós - Nou Moles,201,T,6,4,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39366844724894096, 39.47171233289752], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39366844724894096, 'lat': 39.47171233289752}",2025-06-14T11:58:09+00:00
Av. de la Plata - Zapadores,179,T,13,8,23,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36642636792637634, 39.45547226612543], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36642636792637634, 'lat': 39.45547226612543}",2025-06-14T11:57:26+00:00
Giorgeta - Roig de Corella,195,T,10,6,16,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3842814248129742, 39.459384287208486], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3842814248129742, 'lat': 39.459384287208486}",2025-06-14T11:52:24+00:00
Fontanars dels Aforins - Jacinto Labaila,197,T,5,10,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39233345436447337, 39.458184286737165], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39233345436447337, 'lat': 39.458184286737165}",2025-06-14T11:54:01+00:00
Ausias March - Av. de la Plata,183,T,17,1,18,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3722843899417025, 39.45262025913349], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3722843899417025, 'lat': 39.45262025913349}",2025-06-14T12:00:11+00:00
Benifairó de Valldigna - Joaquín Benlloch,186,T,12,2,14,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3740153970137416, 39.45039125246078], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3740153970137416, 'lat': 39.45039125246078}",2025-06-14T11:53:01+00:00
Estación AVE Joaquín Sorolla,194,T,33,7,40,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38179930448705707, 39.4607722298068], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38179930448705707, 'lat': 39.4607722298068}",2025-06-14T12:01:45+00:00
Tres Cruces - Jose Maria Mortes Lerma,248,T,6,14,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40496949382893443, 39.46284030885798], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40496949382893443, 'lat': 39.46284030885798}",2025-06-14T11:57:04+00:00
Corts Valencianes - General Avilés,204,T,3,17,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3965874461307865, 39.485843380594176], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3965874461307865, 'lat': 39.485843380594176}",2025-06-14T11:51:56+00:00
Castán Tobeñas - Patriques,220,T,1,14,16,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3983214623957442, 39.47385534208041], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3983214623957442, 'lat': 39.47385534208041}",2025-06-14T11:57:27+00:00
Nueve de Octubre - Cieza,245,T,5,15,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40527029936434095, 39.47213024806011], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40527029936434095, 'lat': 39.47213024806011}",2025-06-14T11:52:21+00:00
Valle de la Ballestera - Pio Baroja,244,T,2,18,20,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40613648554970433, 39.47850636088407], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40613648554970433, 'lat': 39.47850636088407}",2025-06-14T12:01:14+00:00
Padre Esteban Pernet - Casa Misericordia,263,T,4,14,18,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4096445056541294, 39.467043324648515], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4096445056541294, 'lat': 39.467043324648515}",2025-06-14T12:01:01+00:00
La Vall d'Albaida - Corts Valencianes,241,T,0,15,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4018904586642118, 39.49297840711153], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4018904586642118, 'lat': 39.49297840711153}",2025-06-14T12:00:43+00:00
Archiduque Carlos - José María Mortes Lerma,213,T,10,5,15,F,14/06/2025 12:02:38,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39697246591763863, 39.463165305912604], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39697246591763863, 'lat': 39.463165305912604}",2025-06-14T12:00:16+00:00
